0.000000	-0.000000	0.000000
0.100000	-0.000000	0.000000
0.200000	-0.000000	0.000000
0.300000	-0.000000	0.000000
0.400000	-0.000000	0.000000
0.500000	-0.000000	0.000000
0.600000	-0.000000	0.000000
0.700000	-0.000000	0.000000
0.800000	-0.000000	0.000000
0.900000	-0.000000	0.000000
1.000000	-0.000000	0.000000
1.100000	-0.000000	0.000000
0.000000	-0.100000	9.090909
0.100000	-0.100000	8.214721
0.200000	-0.100000	7.342500
0.300000	-0.100000	6.478209
0.400000	-0.100000	5.624535
0.500000	-0.100000	4.784166
0.600000	-0.100000	3.957654
0.700000	-0.100000	3.145566
0.800000	-0.100000	2.346164
0.900000	-0.100000	1.557736
1.000000	-0.100000	0.776827
1.100000	-0.100000	0.000000
0.000000	-0.200000	18.181818
0.100000	-0.200000	16.433370
0.200000	-0.200000	14.692860
0.300000	-0.200000	12.966946
0.400000	-0.200000	11.262284
0.500000	-0.200000	9.582110
0.600000	-0.200000	7.929673
0.700000	-0.200000	6.303782
0.800000	-0.200000	4.703285
0.900000	-0.200000	3.122986
1.000000	-0.200000	1.557736
1.100000	-0.200000	0.000000
0.000000	-0.300000	27.272727
0.100000	-0.300000	24.659887
0.200000	-0.300000	22.057690
0.300000	-0.300000	19.476779
0.400000	-0.300000	16.924363
0.500000	-0.300000	14.407657
0.600000	-0.300000	11.928142
0.700000	-0.300000	9.487339
0.800000	-0.300000	7.080584
0.900000	-0.300000	4.703285
1.000000	-0.300000	2.346164
1.100000	-0.300000	0.000000
0.000000	-0.400000	36.363636
0.100000	-0.400000	32.896959
0.200000	-0.400000	29.443649
0.300000	-0.400000	26.014914
0.400000	-0.400000	22.621964
0.500000	-0.400000	19.270241
0.600000	-0.400000	15.965225
0.700000	-0.400000	12.704902
0.800000	-0.400000	9.487339
0.900000	-0.400000	6.303782
1.000000	-0.400000	3.145566
1.100000	-0.400000	0.000000
0.000000	-0.500000	45.454545
0.100000	-0.500000	41.147309
0.200000	-0.500000	36.854025
0.300000	-0.500000	32.588645
0.400000	-0.500000	28.360616
0.500000	-0.500000	24.179403
0.600000	-0.500000	20.046938
0.700000	-0.500000	15.965225
0.800000	-0.500000	11.928142
0.900000	-0.500000	7.929673
1.000000	-0.500000	3.957654
1.100000	-0.500000	0.000000
0.000000	-0.600000	54.545455
0.100000	-0.600000	49.411532
0.200000	-0.600000	44.292170
0.300000	-0.600000	39.199574
0.400000	-0.600000	34.145956
0.500000	-0.600000	29.137242
0.600000	-0.600000	24.179403
0.700000	-0.600000	19.270241
0.800000	-0.600000	14.407657
0.900000	-0.600000	9.582110
1.000000	-0.600000	4.784166
1.100000	-0.600000	0.000000
0.000000	-0.700000	63.636364
0.100000	-0.700000	57.690258
0.200000	-0.700000	51.756985
0.300000	-0.700000	45.849383
0.400000	-0.700000	39.976136
0.500000	-0.700000	34.145956
0.600000	-0.700000	28.360616
0.700000	-0.700000	22.621964
0.800000	-0.700000	16.924363
0.900000	-0.700000	11.262284
1.000000	-0.700000	5.624535
1.100000	-0.700000	0.000000
0.000000	-0.800000	72.727273
0.100000	-0.800000	65.981781
0.200000	-0.800000	59.247417
0.300000	-0.800000	52.533505
0.400000	-0.800000	45.849383
0.500000	-0.800000	39.199574
0.600000	-0.800000	32.588645
0.700000	-0.800000	26.014914
0.800000	-0.800000	19.476779
0.900000	-0.800000	12.966946
1.000000	-0.800000	6.478209
1.100000	-0.800000	0.000000
0.000000	-0.900000	81.818182
0.100000	-0.900000	74.284415
0.200000	-0.900000	66.758281
0.300000	-0.900000	59.247417
0.400000	-0.900000	51.756985
0.500000	-0.900000	44.292170
0.600000	-0.900000	36.854025
0.700000	-0.900000	29.443649
0.800000	-0.900000	22.057690
0.900000	-0.900000	14.692860
1.000000	-0.900000	7.342500
1.100000	-0.900000	0.000000
0.000000	-1.000000	90.909091
0.100000	-1.000000	82.594678
0.200000	-1.000000	74.284415
0.300000	-1.000000	65.981781
0.400000	-1.000000	57.690258
0.500000	-1.000000	49.411532
0.600000	-1.000000	41.147309
0.700000	-1.000000	32.896959
0.800000	-1.000000	24.659887
0.900000	-1.000000	16.433370
1.000000	-1.000000	8.214721
1.100000	-1.000000	0.000000
0.000000	-1.100000	100.000000
0.100000	-1.100000	90.909091
0.200000	-1.100000	81.818182
0.300000	-1.100000	72.727273
0.400000	-1.100000	63.636364
0.500000	-1.100000	54.545455
0.600000	-1.100000	45.454545
0.700000	-1.100000	36.363636
0.800000	-1.100000	27.272727
0.900000	-1.100000	18.181818
1.000000	-1.100000	9.090909
1.100000	-1.100000	0.000000
